state,country,date,cases
Prince Edward Island,Canada,2/5/20,0
Prince Edward Island,Canada,2/6/20,0
Prince Edward Island,Canada,2/7/20,0
Prince Edward Island,Canada,2/8/20,0
Prince Edward Island,Canada,2/9/20,0
Prince Edward Island,Canada,2/10/20,0
Prince Edward Island,Canada,2/11/20,0
Prince Edward Island,Canada,2/12/20,0
Prince Edward Island,Canada,2/13/20,0
Prince Edward Island,Canada,2/14/20,0
Prince Edward Island,Canada,2/15/20,0
Prince Edward Island,Canada,2/16/20,0
Prince Edward Island,Canada,2/17/20,0
Prince Edward Island,Canada,2/18/20,0
Prince Edward Island,Canada,2/19/20,0
Prince Edward Island,Canada,2/20/20,0
Prince Edward Island,Canada,2/21/20,0
Prince Edward Island,Canada,2/22/20,0
Prince Edward Island,Canada,2/23/20,0
Prince Edward Island,Canada,2/24/20,0
Prince Edward Island,Canada,2/25/20,0
Prince Edward Island,Canada,2/26/20,0
Prince Edward Island,Canada,2/27/20,0
Prince Edward Island,Canada,2/28/20,0
Prince Edward Island,Canada,2/29/20,0
Prince Edward Island,Canada,3/1/20,0
Prince Edward Island,Canada,3/2/20,0
Prince Edward Island,Canada,3/3/20,0
Prince Edward Island,Canada,3/4/20,0
Prince Edward Island,Canada,3/5/20,0
Prince Edward Island,Canada,3/6/20,0
Prince Edward Island,Canada,3/7/20,0
Prince Edward Island,Canada,3/8/20,0
Prince Edward Island,Canada,3/9/20,0
Prince Edward Island,Canada,3/10/20,0
Prince Edward Island,Canada,3/11/20,0
Prince Edward Island,Canada,3/12/20,0
Prince Edward Island,Canada,3/13/20,0
Prince Edward Island,Canada,3/14/20,0
Prince Edward Island,Canada,3/15/20,1
Prince Edward Island,Canada,3/16/20,1
Prince Edward Island,Canada,3/17/20,1
Prince Edward Island,Canada,3/18/20,1
Prince Edward Island,Canada,3/19/20,2
Prince Edward Island,Canada,3/20/20,2
Prince Edward Island,Canada,3/21/20,2
Prince Edward Island,Canada,3/22/20,3
Prince Edward Island,Canada,3/23/20,3
Prince Edward Island,Canada,3/24/20,3
Prince Edward Island,Canada,3/25/20,5
Prince Edward Island,Canada,3/26/20,5
Prince Edward Island,Canada,3/27/20,9
Prince Edward Island,Canada,3/28/20,11
Prince Edward Island,Canada,3/29/20,11
Prince Edward Island,Canada,3/30/20,18
Prince Edward Island,Canada,3/31/20,21
Prince Edward Island,Canada,4/1/20,21
Prince Edward Island,Canada,4/2/20,22
Prince Edward Island,Canada,4/3/20,22
Prince Edward Island,Canada,4/4/20,22
Prince Edward Island,Canada,4/5/20,22
Prince Edward Island,Canada,4/6/20,22
Prince Edward Island,Canada,4/7/20,22
Prince Edward Island,Canada,4/8/20,25
Prince Edward Island,Canada,4/9/20,25
Prince Edward Island,Canada,4/10/20,25
Prince Edward Island,Canada,4/11/20,25
Prince Edward Island,Canada,4/12/20,25
Prince Edward Island,Canada,4/13/20,25
Prince Edward Island,Canada,4/14/20,25
Prince Edward Island,Canada,4/15/20,26
Prince Edward Island,Canada,4/16/20,26
Prince Edward Island,Canada,4/17/20,26
Prince Edward Island,Canada,4/18/20,26
Prince Edward Island,Canada,4/19/20,26
Prince Edward Island,Canada,4/20/20,26
Prince Edward Island,Canada,4/21/20,26
Prince Edward Island,Canada,4/22/20,26
Prince Edward Island,Canada,4/23/20,26
Prince Edward Island,Canada,4/24/20,26
Prince Edward Island,Canada,4/25/20,26
Prince Edward Island,Canada,4/26/20,26
Prince Edward Island,Canada,4/27/20,26
Prince Edward Island,Canada,4/28/20,27
